name,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_kepflag,pl_k2flag,ra_str,dec_str,ra,dec,st_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_tefferr1,st_tefferr2,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,pl_cbflag,pl_eqt,pl_insol,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_msinie,pl_rade,pl_radeerr1,pl_radeerr2,pl_trandep,pl_trandur,pl_imppar,pl_disc,pl_status,gaia_dist,st_spstr,st_logg,st_metfe,st_age,pl_locale,pl_facility,pl_telescope,pl_instrument,rowupdate,pl_masse,pl_Rforecast2,new_rade,fpl_rade
BD-13 2130 b,BD-13 2130,b,Radial Velocity,1,714.29999,1.66,0.12,-0.12,0.21,0,0,07h37m09.23s,-13d54m23.9s,114.288458,-13.906639,948.75,9.45,V (Johnson),9.7,4545,71,-71,2.12,1.47,-1.47,19.17,4.96,-4.96,0,NA,NA,3108.3774,1449.3048,-1449.3048,3108.3774,NA,NA,NA,NA,NA,NA,2007,3,948.75,G5 IV/V,2.2,-0.08,NA,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,2018-09-06,3108.3774,13.037585870943083,13.037585870943083,12.5
BD-17 63 b,BD-17 63,b,Radial Velocity,1,655.59998,1.34,0.02,-0.02,0.54,0,0,00h28m34.31s,-16d13m34.8s,7.142942,-16.226345,34.49,9.566,V (Johnson),9.201,4665,120,-120,0.31,0.19,-0.19,0.74,0.04,-0.04,0,NA,NA,905.8155,368.6828,-368.6828,905.8155,NA,NA,NA,NA,NA,NA,2008,3,34.49,K5 V,4.19,0.01,NA,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,2018-09-06,905.8155,14.978430401773423,14.978430401773423,13.2
BD+03 2562 b,BD+03 2562,b,Radial Velocity,1,481.9,1.3,0.1,-0.1,0.2,0,0,11h50m15.55s,+02d45m36.5s,177.564804,2.760142,2618,9.58,V (Johnson),8.998,4095,20,-20,1.14,0.25,-0.25,32.35,8.82,-8.82,0,NA,NA,2034.112,413.179,-413.179,2034.112,NA,NA,NA,NA,NA,NA,2017,3,1106.93,NA,1.89,-0.71,5.2,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,2017-06-15,2034.112,9.301025591954808,9.301025591954808,12.7
BD+14 4559 b,BD+14 4559,b,Radial Velocity,1,268.94,0.78,0.05,-0.05,0.29,0,0,21h13m35.99s,+14d41m21.8s,318.399963,14.689387,49.42,9.63,V (Johnson),9.351,4864,101,-101,0.49,0.33,-0.33,0.86,0.04,-0.04,0,NA,NA,330.5432,149.3801,-149.3801,330.5432,NA,NA,NA,NA,NA,NA,2009,3,49.42,K2 V,4.26,0.17,NA,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,2018-09-06,330.5432,13.194979166607554,13.194979166607554,13.8
BD+15 2375 b,BD+15 2375,b,Radial Velocity,1,153.22,0.576,0.027,-0.027,0.001,0,0,11h45m55.72s,+14d36m59.0s,176.482174,14.616381,774,10.31,V (Johnson),9.992,4649,30,-30,1.08,0.14,-0.14,8.95,1.45,-1.45,0,NA,NA,337.21763,85.8141,-85.8141,337.21763,NA,NA,NA,NA,NA,NA,2016,3,785.38,G5,2.61,-0.22,7.41,Ground,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,HARPS-N Spectrograph,2016-02-04,337.21763,14.246473216500675,14.246473216500675,13.8
BD+15 2940 b,BD+15 2940,b,Radial Velocity,1,137.48,0.539,NA,NA,0.26,0,0,16h00m22.94s,+15d32m48.9s,240.095566,15.54693,431.61,9.046,V (Johnson),8.718,4796,117,-117,1.1,0.2,-0.2,14.7,2.8,-2.8,0,NA,NA,352.78,NA,NA,352.78,NA,NA,NA,NA,NA,NA,2013,3,431.61,K0,2.8,0.28,7.1,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,2014-05-14,352.78,16.162646193564367,16.162646193564367,13.7
BD+20 2457 b,BD+20 2457,b,Radial Velocity,2,379.63,1.05,0.07,-0.07,0.15,0,0,10h16m44.86s,+19d53m29.1s,154.18691,19.891409,1670.85,9.75,V (Johnson),9.227,4259,64,-64,10.83,22.96,-22.96,71.02,73.63,-73.63,0,NA,NA,17668.1697,24965.5465,-24965.5465,17668.1697,NA,NA,NA,NA,NA,NA,2009,3,1670.85,K2 II,1.77,-0.79,NA,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,2018-09-06,17668.1697,13.465846939843553,13.465846939843553,11.6
BD+20 2457 c,BD+20 2457,c,Radial Velocity,2,621.99,2.01,NA,NA,0.18,0,0,10h16m44.86s,+19d53m29.1s,154.18691,19.891409,1670.85,9.75,V (Johnson),9.227,4259,64,-64,10.83,22.96,-22.96,71.02,73.63,-73.63,0,NA,NA,3963.17,NA,NA,3963.17,NA,NA,NA,NA,NA,NA,2009,3,1670.85,K2 II,1.77,-0.79,NA,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,2014-05-14,3963.17,12.67866003669974,12.67866003669974,12.4
BD+20 274 b,BD+20 274,b,Radial Velocity,1,578.2,1.3,NA,NA,0.21,0,0,01h43m40.88s,+21d00m19.1s,25.920324,21.005314,1383.85,9.36,V (Johnson),8.916,4296,10,-10,0.8,0.2,-0.2,17.3,0.9,-0.9,0,NA,NA,1334.886,NA,NA,1334.886,NA,NA,NA,NA,NA,NA,2012,3,1383.85,K5 III,1.99,-0.46,NA,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,2015-09-18,1334.886,13.454219632499326,13.454219632499326,13
BD+20 594 b,BD+20 594,b,Transit,1,41.6855,NA,NA,NA,0,0,1,03h34m36.23s,+20d35m57.2s,53.650967,20.599232,180.39,11.038,V (Johnson),10.864,5766,99,-99,1.67,0.4,-0.4,1.08,0.06,-0.06,0,NA,NA,22.2481,9.5349,-9.5349,NA,2.578,0.112,-0.112,0.049,NA,NA,2016,3,180.39,G,4.5,-0.15,NA,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,2018-04-26,22.2481,NA,2.578,2.578
BD+48 738 b,BD+48 738,b,Radial Velocity,1,392.6,1,NA,NA,0.2,0,0,02h42m50.45s,+49d35m13.1s,40.710224,49.58696,892.17,9.14,V (Johnson),8.656,4414,15,-15,0.74,0.39,-0.39,11,1,-1,0,NA,NA,289.2253,NA,NA,289.2253,NA,NA,NA,NA,NA,NA,2011,3,892.17,K0 III,2.24,-0.2,NA,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,2015-08-13,289.2253,13.706033495361476,13.706033495361476,13.9
BD+48 740 b,BD+48 740,b,Radial Velocity,1,733,1.7,0.1,-0.1,0.76,0,0,02h42m58.22s,+48d55m48.2s,40.742569,48.930061,678.94,8.699,V (Johnson),8.264,4534,8,-8,1.09,0.16,-0.16,10.33,1.81,-1.81,0,NA,NA,540.311,222.481,-222.481,540.311,NA,NA,NA,NA,NA,NA,2018,3,678.94,K3 III,2.48,-0.13,NA,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instuments,2018-02-01,540.311,10.315971298796036,10.315971298796036,13.5
BD+49 828 b,BD+49 828,b,Radial Velocity,1,2590,4.2,0.32,-0.2,0.35,0,0,03h02m33.73s,+49d43m48.0s,45.640529,49.730011,447.59,9.38,V (Johnson),9.029,4943,30,-30,1.52,0.22,-0.22,7.6,1.3,-1.3,0,NA,NA,508.5,127.1,-63.6,508.5,NA,NA,NA,NA,NA,NA,2015,3,447.59,K0,2.85,-0.19,2.34,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,2015-02-05,508.5,11.508955421585474,11.508955421585474,13.5
bet Cnc b,bet Cnc,b,Radial Velocity,1,605.2,1.7,0.1,-0.1,0.08,0,0,08h16m30.92s,+09d11m08.0s,124.128838,9.185545,90.54,3.53,V (Johnson),2.927,4092.1,17.5,-17.5,1.7,0.1,-0.1,47.2,1.3,-1.3,0,NA,NA,2479,254.3,-254.3,2479,NA,NA,NA,NA,NA,NA,2014,3,90.54,K4 III,1.4,-0.29,1.85,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph,2014-05-14,2479,12.911625478343417,12.911625478343417,12.6
bet Pic b,bet Pic,b,Imaging,1,7665,9.1,5.3,-0.5,0.08,0,0,05h47m17.09s,-51d03m59.4s,86.821198,-51.066513,19.75,3.85,V (Johnson),3.725,NA,NA,NA,1.76,0.18,-0.17,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,3,19.75,A5 V,NA,NA,NA,Ground,Paranal Observatory,8.2 m ESO VLT UT4 Yepun Telescope,NACO Camera,2015-08-13,NA,NA,18.495,18.495
bet UMi b,bet UMi,b,Radial Velocity,1,522.3,1.4,0.1,-0.1,0.19,0,0,14h50m42.33s,+74d09m19.8s,222.67636100000001,74.155502,38.78,2.08,V (Johnson),NA,4126,25,-25,1.4,0.2,-0.2,38.3,1.1,-1.1,0,NA,NA,1938.7,317.8,-317.8,1938.7,NA,NA,NA,NA,NA,NA,2014,3,NA,K4 III,1.5,-0.27,2.95,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph,2014-05-14,1938.7,11.648142812363952,11.648142812363952,12.7
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,b,Imaging,1,10037.5,2.6,0.3,-0.3,NA,0,0,14h58m29.00s,+10d13m43.0s,224.620833,10.228611,23.1,NA,NA,NA,580.5,24.5,-24.5,0.02,0.01,-0.01,NA,NA,NA,0,370,NA,3337.1,1430.2,-1430.2,NA,NA,NA,NA,NA,NA,NA,2011,3,NA,NA,4.72,NA,NA,Ground,W. M. Keck Observatory,10 m Keck II Telescope,NIRC2 Camera,2014-05-14,3337.1,NA,12.4,12.4
CHXR 73 b,CHXR 73,b,Imaging,1,NA,210,NA,NA,NA,0,0,11h06m28.77s,-77d37m33.2s,166.619893,-77.625877,191.05,NA,NA,17.293,NA,NA,NA,0.35,NA,NA,NA,NA,NA,0,NA,NA,3994.486,2662.991,-1664.369,NA,NA,NA,NA,NA,NA,NA,2006,3,191.05,M3.5,NA,NA,0.002,Space,Hubble Space Telescope,2.4 m Hubble Space Telescope,ACS Camera,2014-05-14,3994.486,NA,12.3,12.3
CoRoT-1 b,CoRoT-1,b,Transit,1,1.5089557,NA,NA,NA,0,0,0,06h48m19.17s,-03d06m07.7s,102.079885,-3.102147,805.31,13.6,V (Johnson),13.457,5950,150,-150,0.95,0.15,-0.15,1.11,0.05,-0.05,0,1898,NA,327.35,38.14,-38.14,NA,16.7,0.9,-0.9,1.92654,NA,NA,2008,3,805.31,G0 V,4.25,-0.3,NA,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,2014-05-14,327.35,NA,16.7,16.7
CoRoT-10 b,CoRoT-10,b,Transit,1,13.2406,0.1055,0.0021,-0.0021,0.53,0,0,19h24m15.29s,+00d44m46.1s,291.063708,0.746143,345,15.22,V (Johnson),14.665,5075,75,-75,0.89,0.05,-0.05,0.79,0.05,-0.05,0,600,NA,874,50.85,-50.85,NA,10.87,0.78,-0.78,1.61036,0.1242,0.85,2010,3,341.65,K1 V,4.65,0.26,3,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,2014-05-14,874,NA,10.87,10.87
CoRoT-11 b,CoRoT-11,b,Transit,1,2.99433,0.0436,0.005,-0.005,0,0,0,18h42m44.94s,+05d56m15.7s,280.687263,5.937688,560,12.939,V (Johnson),12.841,6440,120,-120,1.27,0.05,-0.05,1.37,0.03,-0.03,0,1657,NA,740.51,108.06,-108.06,NA,16.03,0.34,-0.34,1.1449,0.1042,0.818,2010,3,666.35,F6 V,4.22,-0.03,2,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,2014-05-14,740.51,NA,16.03,16.03
CoRoT-12 b,CoRoT-12,b,Transit,1,2.828042,0.04016,0.00093000000000000005,-9.2e-4,0.07,0,0,06h43m03.76s,-01d17m47.2s,100.765677,-1.296439,1150,15.515,V (Johnson),15.345,5675,80,-80,1.08,0.08,-0.07,1.12,0.1,-0.09,0,1442,NA,291.438,22.247,-20.658,NA,16.14,1.46,-1.46,1.744,0.10726,0.573,2010,3,1161.12,NA,4.38,0.16,6.3,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,2014-05-14,291.438,NA,16.14,16.14
CoRoT-13 b,CoRoT-13,b,Transit,1,4.03519,0.051,0.0031,-0.0031,0,0,0,06h50m53.07s,-05d05m11.2s,102.721137,-5.086445,1060,15.039,V (Johnson),14.915,5945,90,-90,1.09,0.02,-0.02,1.01,0.03,-0.03,0,1700,NA,415.704,20.976,-20.976,NA,9.92,0.157,-0.157,NA,0.1308,0.374,2010,3,1184.91,G0 V,4.46,0.01,1.635,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,2014-05-14,415.704,NA,9.92,9.92
CoRoT-14 b,CoRoT-14,b,Transit,1,1.51214,0.027,0.002,-0.002,0,0,0,06h53m41.81s,-05d32m09.7s,103.424211,-5.536037,1340,16.033,V (Johnson),15.812,6035,100,-100,1.13,0.09,-0.09,1.21,0.08,-0.08,0,1952,NA,2415.4,190.7,-190.7,NA,12.22,0.78,-0.78,NA,0.0693,0.86,2010,3,1826.96,F9 V,4.35,0.05,4.2,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,2014-05-14,2415.4,NA,12.22,12.22
CoRoT-16 b,CoRoT-16,b,Transit,1,5.35227,0.0618,0.0015,-0.0015,0.33,0,0,18h34m05.93s,-06d00m09.3s,278.524691,-6.002595,840,15.63,V (Johnson),15.651,5650,100,-100,1.1,0.08,-0.08,1.19,0.14,-0.13,0,NA,NA,170.032,27.014,-26.379,NA,13.11,1.79,-1.57,1.02,0.0996,0.825,2011,3,745.96,G5 V,4.36,0.19,6.73,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,2014-05-14,170.032,NA,13.11,13.11
CoRoT-17 b,CoRoT-17,b,Transit,1,3.7681,0.0461,8e-4,-8e-4,0,0,0,18h34m47.82s,-06d36m44.0s,278.699254,-6.612234,920,15.46,V (Johnson),15.437,5740,80,-80,1.04,0.1,-0.1,1.59,0.07,-0.07,0,1626,NA,772.29,95.34,-95.34,NA,11.43,0.78,-0.78,0.44,0.196667,0.18,2011,3,1214.51,G2 V,4.4,0,10.7,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,2014-05-14,772.29,NA,11.43,11.43
CoRoT-18 b,CoRoT-18,b,Transit,1,1.9000693,0.0295,0.0016,-0.0016,0.08,0,0,06h32m41.38s,-00d01m53.7s,98.17241,-0.031586,870,15,V (Johnson),14.801,5440,100,-100,0.95,0.15,-0.15,1,0.13,-0.13,0,1550,NA,1102.82,120.77,-120.77,NA,14.68,2.02,-2.02,NA,0.0995,0.4,2011,3,780.87,G9 V,4.4,-0.1,NA,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,2014-05-14,1102.82,NA,14.68,14.68
CoRoT-19 b,CoRoT-19,b,Transit,1,3.89713,0.0518,8e-4,-8e-4,0.047,0,0,06h28m08.06s,-00d10m14.5s,97.033582,-0.170681,770,14.007,V (Johnson),13.783,6090,70,-70,1.21,0.05,-0.05,1.65,0.04,-0.04,0,2000,NA,352.78,19.07,-19.07,NA,14.46,0.34,-0.34,NA,0.1958,0.24,2011,3,807.99,F9 V,4.07,-0.02,5,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,2014-05-14,352.78,NA,14.46,14.46
CoRoT-2 b,CoRoT-2,b,Transit,1,1.7429935,0.02798,7.6e-4,-8e-4,0.0143,0,0,19h27m06.49s,+01d23m01.4s,291.777056,1.3837140000000001,200,12.57,V (Johnson),12.249,5625,120,-120,0.96,0.08,-0.08,0.91,0.03,-0.03,0,NA,NA,1102.82,69.92,-69.92,NA,16.432,0.471,-0.493,2.75,0.09446,0.221,2008,3,214.56,NA,NA,NA,2.7,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,2014-05-14,1102.82,NA,16.432,16.432
CoRoT-20 b,CoRoT-20,b,Transit,2,9.24285,0.09,0.002,-0.002,0.59,0,0,06h30m52.90s,+00d13m36.9s,97.720408,0.226919,864.31,14.66,V (Johnson),14.469,NA,NA,NA,1.14,0.08,-0.08,NA,NA,NA,0,NA,NA,1366.669,63.566,-63.566,NA,NA,NA,NA,NA,NA,NA,2011,3,864.31,G2 V,NA,NA,NA,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,2018-07-19,1366.669,NA,9.416,9.416
CoRoT-20 c,CoRoT-20,c,Radial Velocity,2,1675,2.9,0.07,-0.07,0.6,0,0,06h30m52.90s,+00d13m36.9s,97.720408,0.226919,864.31,14.66,V (Johnson),14.469,NA,NA,NA,1.14,0.08,-0.08,NA,NA,NA,0,NA,NA,5403.11,317.83,-317.83,5403.11,NA,NA,NA,NA,NA,NA,2018,3,864.31,G2 V,NA,NA,NA,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instuments,2018-07-19,5403.11,11.852160013589438,11.852160013589438,12.2
CoRoT-21 b,CoRoT-21,b,Transit,1,2.72474,0.0417,0.0011,-0.0011,0,0,0,06h44m12.588s,-00d17m56.868s,101.05245,-0.29913,1398.83,16,V (Johnson),15.856,6200,100,-100,1.29,0.09,-0.09,1.95,0.21,-0.21,0,NA,NA,718.2958,98.5273,-98.5273,NA,14.572,1.569,-1.569,NA,0.1983333,0.25,2012,3,1398.83,F8 IV,3.7,0,4.1,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,2018-12-06,718.2958,NA,14.572,14.572
CoRoT-22 b,CoRoT-22,b,Transit,1,9.75598,0.092,0.0014,-0.0014,0.077,0,0,18h42m40.11s,+06d13m08.9s,280.667115,6.219136,592,13.944,V (Johnson),13.73,5939,54,-120,1.1,0.05,-0.05,1.14,0.04,-0.09,0,885,NA,12.2,14,-8.8,NA,4.88,0.17,-0.39,NA,0.1872,0.012,2014,3,638.47,G3 V,4.36,0.17,3.3,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,2014-08-21,12.2,NA,4.88,4.88
CoRoT-23 b,CoRoT-23,b,Transit,1,3.6313,0.048,0.004,-0.004,0.16,0,0,18h39m07.83s,+04d21m28.1s,279.782615,4.357806,600,15.63,V (Johnson),15.068,5900,100,-100,1.14,0.08,-0.08,1.61,0.18,-0.18,0,1660,NA,889.9,95.3,-95.3,NA,11.77,1.46,-1.46,NA,0.162,0.56,2011,3,1092.4,G0 V,4.3,0.05,7.2,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,2014-05-14,889.9,NA,11.77,11.77
CoRoT-24 b,CoRoT-24,b,Transit,2,5.1134,0.056,0.002,-0.002,0,0,0,06h47m41.41s,-03d43m09.5s,101.922547,-3.719301,600,NA,NA,15.18,4950,150,-150,0.91,0.09,-0.09,0.86,0.09,-0.09,0,1070,NA,5.7,NA,NA,NA,3.7,0.4,-0.4,NA,0.1188,0.65,2014,3,601.22,K1 V,4.55,0.3,11,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,2018-05-31,5.7,NA,3.7,3.7
CoRoT-24 c,CoRoT-24,c,Transit,2,11.759,0.098,0.003,-0.003,0,0,0,06h47m41.41s,-03d43m09.5s,101.922547,-3.719301,600,NA,NA,15.18,4950,150,-150,0.91,0.09,-0.09,0.86,0.09,-0.09,0,850,NA,28,11,-11,NA,5,0.5,-0.5,NA,0.2,0.3,2014,3,601.22,K1 V,4.55,0.3,11,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,2014-06-11,28,NA,5,5
CoRoT-25 b,CoRoT-25,b,Transit,1,4.86069,0.0578,0.002,-9e-4,0,0,0,18h42m31.12s,+06d30m49.8s,280.629662,6.513829,1000,NA,NA,14.711,6040,90,-90,1.09,0.11,-0.05,1.19,0.14,-0.03,0,1330,NA,85.81,12.71,-12.71,NA,12.11,3.4,-1.12,NA,0.08,0.94,2013,3,1137.85,F9,4.31,-0.01,4.5,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,2014-05-14,85.81,NA,12.11,12.11
CoRoT-26 b,CoRoT-26,b,Transit,1,4.20474,0.0526,0.001,-0.001,0,0,0,18h39m00.12s,+06d58m11.2s,279.750514,6.969787,1670,NA,NA,15.468,5590,100,-100,1.09,0.06,-0.06,1.79,0.18,-0.09,0,1600,NA,165.26,15.89,-15.89,NA,14.12,1.46,-0.78,NA,0.2279,0.33,2013,3,NA,G5,3.99,0.01,8.6,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,2014-05-14,165.26,NA,14.12,14.12
CoRoT-27 b,CoRoT-27,b,Transit,1,3.57532,0.0476,0.0066,-0.0066,0.065,0,0,18h33m59.00s,+05d32m18.5s,278.495813,5.538462,1035.15,15.54,V (Johnson),15.39,5900,120,-120,1.05,0.11,-0.11,1.08,0.18,-0.06,0,1500,NA,3302.11,174.8,-174.8,NA,11.287,0.493,-0.493,NA,0.1154,0.54,2014,3,1035.15,G2,4.4,-0.1,4.21,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,2014-05-14,3302.11,NA,11.287,11.287
CoRoT-28 b,CoRoT-28,b,Transit,1,5.20851,0.0603,0.005,-0.005,0.047,0,0,18h34m45.20s,+05d34m25.4s,278.688338,5.57373,560,NA,NA,13.412,5150,100,-100,1.01,0.14,-0.14,1.78,0.11,-0.11,0,NA,NA,153.82972,27.65121,-27.65121,NA,10.705,0.74,-0.74,NA,0.2375,0.24,2015,3,783.18,G8/9 IV,3.6,0.15,12,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,2015-04-16,153.82972,NA,10.705,10.705
CoRoT-29 b,CoRoT-29,b,Transit,1,2.85057,0.0386,0.0059,-0.0059,0.082,0,0,18h35m36.50s,+06d28m46.7s,278.902103,6.479651,765,NA,NA,15.239,5260,100,-100,0.97,0.14,-0.14,0.9,0.12,-0.12,0,NA,NA,270.1555,63.566,-63.566,NA,10.088,1.793,-1.793,NA,0.09125,0.43,2015,3,822.62,K0 V,4.3,0.2,4.5,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,2015-04-16,270.1555,NA,10.088,10.088
CoRoT-3 b,CoRoT-3,b,Transit,1,4.2568,NA,NA,NA,0,0,0,19h28m13.26s,+00d07m18.6s,292.055263,0.12182,680,13.292,V (Johnson),13.219,6740,140,-140,1.37,0.09,-0.09,1.56,0.09,-0.09,0,NA,NA,6883.91,317.8,-317.8,NA,11.32,0.78,-0.78,NA,NA,0.55,2008,3,784.49,F3 V,4.22,NA,2.2,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,2014-05-14,6883.91,NA,11.32,11.32
CoRoT-4 b,CoRoT-4,b,Transit,1,9.20205,0.09,0.001,-0.001,0,0,0,06h48m46.72s,-00d40m22.0s,102.194663,-0.672774,741.6,NA,NA,13.561,6190,60,-60,1.16,0.03,-0.02,1.17,0.01,-0.03,0,1074,NA,228.83,25.43,-25.43,NA,13.34,0.67,-0.56,NA,NA,NA,2008,3,741.6,NA,4.41,NA,1,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,2014-05-14,228.83,NA,13.34,13.34
CoRoT-5 b,CoRoT-5,b,Transit,1,4.0378962,0.04947,2.6e-4,-2.9e-4,0.09,0,0,06h45m06.54s,+00d48m54.9s,101.277254,0.815239,904.65,NA,NA,13.902,6100,65,-65,1,0.02,-0.02,1.19,0.04,-0.04,0,1438,NA,148.42,14.937,-7.628,NA,15.558,0.516,-0.527,1.461,NA,0.755,2009,3,904.65,F9 V,4.19,-0.25,6.9,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,2014-05-14,148.42,NA,15.558,15.558
CoRoT-6 b,CoRoT-6,b,Transit,1,8.886593,0.0855,0.0015,-0.0015,0.1,0,0,18h44m17.41s,+06d39m47.5s,281.072525,6.663194,657.24,13.912,V (Johnson),13.746,6090,70,-70,1.05,0.05,-0.05,1.02,0.03,-0.03,0,1017,NA,940.74,108.06,-108.06,NA,13.068,0.392,-0.392,NA,0.17,0.291,2009,3,657.24,F9 V,4.43,-0.2,NA,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,2014-05-14,940.74,NA,13.068,13.068
CoRoT-7 b,CoRoT-7,b,Transit,2,0.85359163,NA,NA,NA,0,0,0,06h43m49.47s,-01d03m46.9s,100.956125,-1.063033,160.64,11.668,V (Johnson),11.524,5275,75,-75,0.82,0.17,-0.17,0.83,0.04,-0.04,0,NA,NA,3.1783,0,0,NA,1.681,0.112,-0.112,0.035,NA,NA,2009,3,160.64,G9 V,4.5,0.05,NA,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,2018-12-06,3.1783,NA,1.681,1.681
CoRoT-7 c,CoRoT-7,c,Radial Velocity,2,3.698,0.046,NA,NA,0,0,0,06h43m49.47s,-01d03m46.9s,100.956125,-1.063033,160.64,11.668,V (Johnson),11.524,5275,75,-75,0.82,0.17,-0.17,0.83,0.04,-0.04,0,NA,NA,8.4,0.9,-0.9,NA,NA,NA,NA,NA,NA,NA,2009,3,160.64,G9 V,4.5,0.05,NA,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,2015-09-10,8.4,2.8945145881115995,2.8945145881115995,2.83
CoRoT-8 b,CoRoT-8,b,Transit,1,6.21229,0.063,0.001,-0.001,0,0,0,19h26m21.24s,+01d25m35.2s,291.588518,1.426452,380,14.8,V (Johnson),14.22,5080,80,-80,0.88,0.04,-0.04,0.77,0.02,-0.02,0,NA,NA,69.92,9.53,-9.53,NA,6.39,0.22,-0.22,0.651,0.1142,0.49,2010,3,325.03,K1 V,4.58,0.3,3,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,2014-05-14,69.92,NA,6.39,6.39
CoRoT-9 b,CoRoT-9,b,Transit,1,95.272656,0.4021,0.0054,-0.0054,0.133,0,0,18h43m08.81s,+06d12m15.0s,280.786712,6.204172,417.89,13.69,V (Johnson),13.501,5625,80,-80,0.96,0.04,-0.04,0.96,0.06,-0.06,0,420,NA,266.9772,15.8915,-15.8915,NA,11.949,0.841,-0.706,NA,0.3445,0.16,2009,3,417.89,G3 V,4.54,-0.01,6,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,2017-12-14,266.9772,NA,11.949,11.949
CoRoTID 223977153 b,CoRoTID 223977153,b,Transit,1,6.71837,0.071,0.001,-0.001,NA,0,0,06h40m46.84s,+09d15m26.8s,100.195183,9.257431,586.2,NA,NA,13.587,5970,100,-100,1.08,0.08,-0.07,0.79,0.08,-0.09,0,938,132.26,47.6745,31.783,-31.783,NA,6.389,0.673,-0.56,0.29,0.104,0.4,2017,3,586.2,G0 VI,4.67,0,NA,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array,2017-09-15,47.6745,NA,6.389,6.389
