name,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_kepflag,pl_k2flag,ra_str,dec_str,ra,dec,st_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_tefferr1,st_tefferr2,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,pl_cbflag,pl_eqt,pl_insol,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_msinie,pl_rade,pl_radeerr1,pl_radeerr2,pl_trandep,pl_trandur,pl_imppar,pl_disc,pl_status,gaia_dist,st_spstr,st_logg,st_metfe,st_age,pl_locale,pl_facility,pl_telescope,pl_instrument,rowupdate,pl_masse,pl_Rforecast2,new_rade,fpl_rade
MOA-2007-BLG-400L b,MOA-2007-BLG-400L,b,Microlensing,1,NA,0.72,0.38,-0.16,NA,0,0,18h09m41.98s,-29d13m27.0s,272.424917,-29.224153,5800,NA,NA,NA,NA,NA,NA,0.3,0.19,-0.12,NA,NA,NA,0,103,NA,263.79,155.73,-98.52,NA,NA,NA,NA,NA,NA,NA,2008,3,NA,NA,NA,NA,NA,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,2014-10-29,263.79,NA,13.9,13.9
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,b,Microlensing,1,NA,1.61,0.98,-0.98,NA,0,0,17h54m14.53s,-34d46m41.0s,268.560542,-34.778053,7700,NA,NA,NA,NA,NA,NA,0.21,0.14,-0.14,NA,NA,NA,0,NA,NA,23.4,17,-17,NA,NA,NA,NA,NA,NA,NA,2009,3,NA,NA,NA,NA,NA,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,2017-08-03,23.4,NA,5.18,5.18
MOA-2008-BLG-379L b,MOA-2008-BLG-379L,b,Microlensing,1,NA,3.3,1.7,-1.2,NA,0,0,17h58m49.44s,-30d11m49.0s,269.706,-30.196931,3300,NA,NA,NA,NA,NA,NA,0.56,0.24,-0.27,NA,NA,NA,0,NA,NA,1303,540.3,-603.9,NA,NA,NA,NA,NA,NA,NA,2013,3,NA,K,NA,NA,NA,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,2014-10-29,1303,NA,13,13
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,b,Microlensing,1,2774,3.2,1.9,-0.5,NA,0,0,17h48m01.95s,-35d00m19.5s,267.008125,-35.005411,3040,NA,NA,NA,NA,NA,NA,0.56,0.09,-0.09,NA,NA,NA,0,NA,NA,10.4,1.7,-1.7,NA,NA,NA,NA,NA,NA,NA,2011,3,NA,NA,NA,NA,NA,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,2014-10-29,10.4,NA,3.21,3.21
MOA-2009-BLG-319L b,MOA-2009-BLG-319L,b,Microlensing,1,NA,2.4,1.2,-0.6,NA,0,0,18h06m58.13s,-26d49m10.9s,271.742208,-26.819692,6100,NA,NA,NA,NA,NA,NA,0.38,0.34,-0.18,NA,NA,NA,0,NA,NA,50,44,-24,NA,NA,NA,NA,NA,NA,NA,2010,3,NA,NA,NA,NA,NA,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,2014-10-29,50,NA,8.09,8.09
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,b,Microlensing,1,1982,1.82,0.84,-0.73,NA,0,0,17h53m50.79s,-33d59m25.2s,268.461625,-33.990333,5690,NA,NA,NA,NA,NA,NA,0.19,0.3,-0.12,NA,NA,NA,0,NA,NA,813.6448,1318.9945,-502.1714,NA,NA,NA,NA,NA,NA,NA,2010,3,NA,NA,NA,NA,NA,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,2015-06-04,813.6448,NA,13.2,13.2
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,b,Microlensing,1,NA,1.21,0.16,-0.16,NA,0,0,18h10m11.34s,-26d31m22.6s,272.547258,-26.522932,2800,NA,NA,NA,NA,NA,NA,0.16,0.03,-0.03,NA,NA,NA,0,NA,NA,3496,635.6,-635.6,NA,NA,NA,NA,NA,NA,NA,2012,3,NA,NA,NA,NA,NA,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,2014-05-14,3496,NA,12.4,12.4
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,b,Microlensing,1,NA,2.9,1.6,-0.6,NA,0,0,18h07m49.67s,-25d20m40.7s,271.95697,-25.344639,3500,NA,NA,NA,NA,NA,NA,0.58,0.11,-0.11,NA,NA,NA,0,NA,NA,171.6282,31.783,-31.783,NA,NA,NA,NA,NA,NA,NA,2018,3,NA,NA,NA,NA,NA,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,2018-04-05,171.6282,NA,14.2,14.2
MOA-2010-BLG-328L b,MOA-2010-BLG-328L,b,Microlensing,1,NA,0.92,0.16,-0.16,NA,0,0,17h57m59.12s,-30d42m54.6s,269.496333,-30.715175,810,NA,NA,NA,NA,NA,NA,0.11,0.01,-0.01,NA,NA,NA,0,NA,NA,9.2,2.2,-2.2,NA,NA,NA,NA,NA,NA,NA,2013,3,NA,NA,NA,NA,NA,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,2015-06-04,9.2,NA,2.99,2.99
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,b,Microlensing,1,NA,1.72,0.56,-0.48,NA,0,0,18h05m12.94s,-27d17m35.6s,271.303917,-27.293233,6430,NA,NA,NA,NA,NA,NA,0.18,0.32,-0.11,NA,NA,NA,0,NA,NA,85.8141,152.5584,-50.8528,NA,NA,NA,NA,NA,NA,NA,2015,3,NA,NA,NA,NA,NA,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,2016-06-09,85.8141,NA,11.1,11.1
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,b,Microlensing,1,NA,2,3,-1,NA,0,0,18h06m07.44s,-31d27m16.1s,271.531006,-31.454477,2300,NA,NA,NA,5950,150,NA,0.67,0.33,NA,NA,NA,NA,0,NA,NA,476.7,254.3,-95.3,NA,NA,NA,NA,NA,NA,NA,2012,3,NA,NA,NA,NA,NA,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,2014-10-29,476.7,NA,13.6,13.6
MOA-2011-BLG-028L b,MOA-2011-BLG-028L,b,Microlensing,1,NA,4.14,0.64,-0.64,NA,0,0,18h03m24.96s,-29d12m48.3s,270.854,-29.213417,7380,NA,NA,NA,NA,NA,NA,0.75,0.35,-0.3,NA,NA,NA,0,NA,NA,30,16,-12,NA,NA,NA,NA,NA,NA,NA,2016,3,NA,NA,NA,NA,NA,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,2016-03-24,30,NA,5.99,5.99
MOA-2011-BLG-262L b,MOA-2011-BLG-262L,b,Microlensing,1,NA,0.84,0.25,-0.14,NA,0,0,18h00m23.48s,-31d14m42.9s,270.097833,-31.245258,7000,NA,NA,NA,NA,NA,NA,0.12,0.19,-0.06,NA,NA,NA,0,NA,NA,18,28,-10,NA,NA,NA,NA,NA,NA,NA,2014,3,NA,NA,NA,NA,NA,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,2015-06-04,18,NA,4.43,4.43
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,b,Microlensing,1,NA,0.69,0.24,-0.24,NA,0,0,17h55m28.29s,-29d10m14.4s,268.867889,-29.170666,4400,NA,NA,NA,NA,NA,NA,0.15,0.27,-0.1,NA,NA,NA,0,NA,NA,18,34,-12,NA,NA,NA,NA,NA,NA,NA,2018,3,NA,NA,NA,NA,NA,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,2018-11-29,18,NA,4.43,4.43
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,b,Microlensing,1,NA,1.1,0.1,-0.1,NA,0,0,17h55m39.35s,-28d28m36.6s,268.913958,-28.476847,7720,NA,NA,NA,NA,NA,NA,0.86,0.06,-0.06,NA,NA,NA,0,NA,NA,1525.5,95.3,-95.3,NA,NA,NA,NA,NA,NA,NA,2012,3,NA,NA,NA,NA,NA,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,2014-05-14,1525.5,NA,12.9,12.9
MOA-2011-BLG-322L b,MOA-2011-BLG-322L,b,Microlensing,1,NA,4.3,1.5,-1.2,NA,0,0,18h04m53.60s,-27d13m15.4s,271.223333,-27.220944,7560,NA,NA,NA,NA,NA,NA,0.39,0.45,-0.19,NA,NA,NA,0,NA,NA,3686.7,4258.7,-1779.8,NA,NA,NA,NA,NA,NA,NA,2013,3,NA,NA,NA,NA,NA,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,2014-05-14,3686.7,NA,12.4,12.4
MOA-2012-BLG-006L b,MOA-2012-BLG-006L,b,Microlensing,1,NA,10.2,1.8,-2.4,NA,0,0,18h01m46.31s,-29d06m31.6s,270.442963,-29.108778,5300,NA,NA,NA,NA,NA,NA,0.49,0.27,-0.23,NA,NA,NA,0,NA,NA,2669.772,1462.018,-1239.537,NA,NA,NA,NA,NA,NA,NA,2017,3,NA,NA,NA,NA,NA,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,2017-09-15,2669.772,NA,12.6,12.6
MOA-2012-BLG-505L b,MOA-2012-BLG-505L,b,Microlensing,1,NA,0.9,0.25,-0.21,NA,0,0,17h52m34.34s,-32d02m24.3s,268.143097,-32.040092,7210,NA,NA,NA,NA,NA,NA,0.1,0.16,-0.05,NA,NA,NA,0,NA,NA,6.7,10.61,-3.51,NA,NA,NA,NA,NA,NA,NA,2017,3,NA,NA,NA,NA,NA,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,2017-06-22,6.7,NA,2.48,2.48
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,b,Microlensing,1,NA,0.94,0.67,-0.02,NA,0,0,17h58m42.85s,-29d23m53.7s,269.678542,-29.398239,NA,NA,NA,NA,NA,NA,NA,0.03,0.01,-0,NA,NA,NA,0,NA,NA,3.2,0.5,-0.3,NA,NA,NA,NA,NA,NA,NA,2016,3,NA,NA,NA,NA,NA,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,2016-05-19,3.2,NA,1.6,1.6
MOA-2015-BLG-337L b,MOA-2015-BLG-337L,b,Microlensing,1,NA,0.24,0.06,-0.09,NA,0,0,18h07m47.69s,-28d10m13.0s,271.9487,-28.170279,7100,NA,NA,NA,NA,NA,NA,0.01,0.04,-0.01,NA,NA,NA,0,NA,NA,33.7,129,-23.2,NA,NA,NA,NA,NA,NA,NA,2018,3,NA,NA,NA,NA,NA,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,2018-11-08,33.7,NA,6.42,6.42
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,b,Microlensing,1,NA,1.67,0.94,-0.35,NA,0,0,18h05m53.70s,-27d42m51.4s,271.473755,-27.714287,6500,NA,NA,NA,NA,NA,NA,0.29,0.23,-0.15,NA,NA,NA,0,NA,NA,889.924,699.226,-476.745,NA,NA,NA,NA,NA,NA,NA,2017,3,NA,NA,NA,NA,NA,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,2017-05-18,889.924,NA,13.2,13.2
MOA-2016-BLG-319L b,MOA-2016-BLG-319L,b,Microlensing,1,NA,0.95,0.17,-0.2,NA,0,0,17h54m58.13s,-29d45m01.7s,268.742218,-29.750463,6800,NA,NA,NA,NA,NA,NA,0.15,0.28,-0.08,NA,NA,NA,0,NA,NA,197.0546,368.6828,-104.8839,NA,NA,NA,NA,NA,NA,NA,2018,3,NA,NA,NA,NA,NA,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,2018-11-29,197.0546,NA,14.1,14.1
MOA-bin-1L b,MOA-bin-1L,b,Microlensing,1,NA,8.3,4.5,-2.7,NA,0,0,17h27m10.20s,-29d47m38.3s,261.7925,-29.793972,5100,NA,NA,NA,NA,NA,NA,0.75,0.33,-0.41,NA,NA,NA,0,NA,NA,1175.9,667.4,-667.4,NA,NA,NA,NA,NA,NA,NA,2012,3,NA,NA,NA,NA,NA,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array,2014-05-14,1175.9,NA,13,13
mu Leo b,mu Leo,b,Radial Velocity,1,357.8,1.1,0.1,-0.1,0.09,0,0,09h52m45.82s,+26d00m25.0s,148.190903,26.006952,32.63,3.88,V (Johnson),3.421,4538.2,27.5,-27.5,1.5,0.1,-0.1,11.4,0.2,-0.2,0,NA,NA,762.8,127.1,-127.1,762.8,NA,NA,NA,NA,NA,NA,2014,3,32.63,K2 III,2.4,0.36,3.35,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph,2014-05-14,762.8,13.634736331018088,13.634736331018088,13.3
MXB 1658-298 b,MXB 1658-298,b,Eclipse Timing Variations,1,760,1.613,0.11,-0.11,NA,0,0,17h02m06.54s,-29d56m44.1s,255.527252,-29.945583,NA,NA,NA,NA,NA,NA,NA,1.98,NA,NA,NA,NA,NA,1,NA,NA,7532.571,1017.056,-1017.056,NA,NA,NA,NA,NA,NA,NA,2017,3,NA,NA,NA,NA,NA,Space,Multiple Observatories,Multiple Telescopes,Multiple Instruments,2017-07-27,7532.571,NA,12,12
NGC 2682 Sand 364 b,NGC 2682 Sand 364,b,Radial Velocity,1,121.71,0.53,0.01,-0.01,0.35,0,0,08h49m56.82s,+11d41m32.9s,132.48676,11.692484,837.03,9.8,V (Johnson),9.404,4284,9,-9,9.06,16.45,-16.45,39.59,35.82,-35.82,0,NA,NA,2126.2827,2580.7796,-2580.7796,2126.2827,NA,NA,NA,NA,NA,NA,2014,3,837.03,K3 III,2.2,-0.02,NA,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,2018-09-06,2126.2827,15.225293322854963,15.225293322854963,12.7
NGC 2682 Sand 978 b,NGC 2682 Sand 978,b,Radial Velocity,1,511.21,NA,NA,NA,0.16,0,0,08h51m17.48s,+11d45m22.7s,132.82283,11.756299,842.01,9.71,V (Johnson),9.253,4200,21,-21,1.37,0.02,-0.02,NA,NA,NA,0,NA,NA,692.8694,54.0311,-54.0311,692.8694,NA,NA,NA,NA,NA,NA,2017,3,842.01,K4 III,1.8,NA,NA,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,2017-03-30,692.8694,12.735948363237032,12.735948363237032,13.3
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,b,Radial Velocity,1,6.959,NA,NA,NA,0.3,0,0,08h51m00.81s,+11d48m52.8s,132.753364,11.814655,895.73,14.6,V (Johnson),14.467,5780,27,-27,1.01,0.02,-0.02,NA,NA,NA,0,NA,NA,101.7056,9.5349,-9.5349,101.7056,NA,NA,NA,NA,NA,NA,2014,3,895.73,G5 V,4.44,NA,NA,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,2016-07-07,101.7056,12.99555203440067,12.99555203440067,12.3
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,b,Radial Velocity,1,5.118,NA,NA,NA,0.28,0,0,08h51m00.77s,+11d53m11.5s,132.753193,11.88653,939.38,14.77,V (Johnson),14.62,5725,45,-45,0.96,0.01,-0.01,NA,NA,NA,0,NA,NA,127.132,120.7754,-120.7754,127.132,NA,NA,NA,NA,NA,NA,2014,3,939.38,G5 V,4.57,NA,NA,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,2016-07-07,127.132,13.410968363064015,13.410968363064015,14
NGC 2682 YBP 401 b,NGC 2682 YBP 401,b,Radial Velocity,1,4.087,NA,NA,NA,0.15,0,0,08h51m19.05s,+11d40m15.7s,132.82936,11.67102,851.36,13.7,V (Johnson),13.589,6165,64,-64,1.14,0.02,-0.02,NA,NA,NA,0,NA,NA,146.2018,15.8915,-15.8915,146.2018,NA,NA,NA,NA,NA,NA,2016,3,851.36,F9 V,4.3,NA,NA,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,2016-07-07,146.2018,10.99785825164648,10.99785825164648,14.3
NGTS-1 b,NGTS-1,b,Transit,1,2.647298,0.0326,0.0047,-0.0045,0.016,0,0,05h30m51.45s,-36d37m50.8s,82.714378,-36.630787,224,15.524,V (Johnson),14.866,3916,71,-63,0.62,0.02,-0.06,0.57,0.08,-0.08,0,790,65.3,258.07796,20.97678,-23.83725,NA,14.908,6.837,-3.699,NA,0.05125,0.9948,2017,3,219.5,M0.5,4.71,0,NA,Ground,Paranal Observatory,20 cm Telescope,Andor Ikon-L Camera,2017-11-09,258.07796,NA,14.908,14.908
NGTS-2 b,NGTS-2,b,Transit,1,4.511164,0.063,0.0024,-0.003,0,0,0,14h20m29.49s,-31d12m07.5s,215.122879,-31.20207,360.3,10.961,V (Johnson),10.86,6478,94,-89,1.64,0.19,-0.22,1.7,0.05,-0.04,0,1468,NA,235.1942,41.3179,-38.1396,NA,17.878,0.527,-0.504,NA,0.1937917,NA,2018,3,359.81,F5 V,4.2,-0.06,2.17,Ground,Paranal Observatory,20 cm Telescope,Andor Ikon-L Camera,2018-10-04,235.1942,NA,17.878,17.878
NGTS-3 A b,NGTS-3 A,b,Transit,1,1.6753728,0.023,0.007,-0.005,NA,0,0,06h17m46.75s,-35d42m23.0s,94.444794,-35.706394,1010,14.642,V (Johnson),14.488,5600,150,-150,1.02,0.09,-0.09,0.93,0.23,-0.23,0,NA,NA,756.4354,82.6358,-82.6358,NA,16.589,4.147,-4.147,2.68,0.0958333,0.05,2018,3,760.26,G6 V,NA,0.12,NA,Ground,Paranal Observatory,20 cm Telescope,Andor Ikon-L Camera,2018-05-31,756.4354,NA,16.589,16.589
NGTS-4 b,NGTS-4,b,Transit,1,1.3373508,0.019,0.005,-0.005,0,0,0,05h58m23.76s,-30d48m42.49s,89.599,-30.811803,282.6,NA,NA,12.909,5143,100,-100,0.75,0.02,-0.02,0.84,0.01,-0.01,0,1650,NA,20.6,3,-3,NA,3.18,0.26,-0.26,NA,0.075,NA,2019,3,282.84,NA,4.5,-0.28,NA,Ground,Paranal Observatory,20 cm Telescope,Andor Ikon-L Camera,2019-05-16,20.6,NA,3.18,3.18
NGTS-5 b,NGTS-5,b,Transit,1,3.3569866,0.0382,0.0013,-0.0013,0,0,0,14h44m13.9842s,+05d36m19.347s,221.058267,5.605374,309.5,NA,NA,13.526,4987,41,-41,0.66,0.07,-0.06,0.74,0.01,-0.01,0,952,NA,72.78307,11.75971,-11.75971,NA,12.733,0.258,-0.258,NA,0.0920833,NA,2019,3,309.5,K2 V,4.52,0.12,NA,Ground,Paranal Observatory,20 cm Telescope,Andor Ikon-L Camera,2019-05-16,72.78307,NA,12.733,12.733
NN Ser c,NN Ser,c,Eclipse Timing Variations,2,5573.55,5.35,0.06,-0.06,0.08,0,0,15h52m56.13s,+12d54m44.7s,238.233879,12.912411,500,NA,NA,16.59,57000,NA,NA,0.54,NA,NA,NA,NA,NA,1,NA,NA,2329.6,98.52,-98.52,NA,NA,NA,NA,NA,NA,NA,2010,3,521.75,WD,NA,NA,NA,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,2014-05-14,2329.6,NA,12.6,12.6
NN Ser d,NN Ser,d,Eclipse Timing Variations,2,2883.5,3.43,0.14,-0.14,0.19,0,0,15h52m56.13s,+12d54m44.7s,238.233879,12.912411,500,NA,NA,16.59,57000,NA,NA,0.54,NA,NA,NA,NA,NA,1,NA,NA,731,158.9,-158.9,NA,NA,NA,NA,NA,NA,NA,2010,3,521.75,WD,NA,NA,NA,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,2014-05-14,731,NA,13.3,13.3
NSVS 14256825 b,NSVS 14256825,b,Eclipse Timing Variations,1,3225,3.12,0.07,-0.07,0.12,0,0,20h20m00.46s,+04d37m56.52s,305.001917,4.632367,838.31,NA,NA,13.245,40000,NA,NA,0.42,0.07,-0.07,0.19,0.01,-0.01,1,NA,NA,4497.2945,50.8528,-50.8528,4497.2945,NA,NA,NA,NA,NA,NA,2019,3,838.31,NA,NA,NA,NA,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,2019-06-13,4497.2945,NA,12.3,12.3
nu Oph b,nu Oph,b,Radial Velocity,2,530.32,1.9,NA,NA,0.1256,0,0,17h59m01.59s,-09d46m25.1s,269.756622,-9.773632,43.38,3.34,V (Johnson),2.978,4928,25,NA,3.04,0.06,NA,15.1,1.1,NA,0,NA,NA,7627.92,NA,NA,7627.92,NA,NA,NA,NA,NA,NA,2012,3,43.38,K1 III,NA,NA,NA,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph,2015-09-03,7627.92,14.047322502566244,14.047322502566244,12
nu Oph c,nu Oph,c,Radial Velocity,2,3186,6.1,NA,NA,0.165,0,0,17h59m01.59s,-09d46m25.1s,269.756622,-9.773632,43.38,3.34,V (Johnson),2.978,4928,25,NA,3.04,0.06,NA,15.1,1.1,NA,0,NA,NA,8581.41,NA,NA,8581.41,NA,NA,NA,NA,NA,NA,2012,3,43.38,K1 III,NA,NA,NA,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph,2015-09-03,8581.41,13.107349220019342,13.107349220019342,11.9
NY Vir b,NY Vir,b,Eclipse Timing Variations,1,2985.7,NA,NA,NA,0.44,0,0,13h38m48.15s,-02d01m49.1s,204.700622,-2.030315,551.99,NA,NA,13.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,883.53,60.39,-60.39,883.53,NA,NA,NA,NA,NA,NA,2011,3,551.99,NA,NA,NA,NA,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,2014-09-25,883.53,NA,13.3,13.3
OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,b,Microlensing,1,NA,4.3,2.5,-0.8,NA,0,0,18h05m16.35s,-28d53m42.0s,271.318125,-28.895,5800,NA,NA,NA,NA,NA,NA,0.63,0.07,-0.09,NA,NA,NA,0,NA,NA,826.358,254.264,-190.698,NA,NA,NA,NA,NA,NA,NA,2004,3,NA,K V,NA,NA,NA,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,2016-02-25,826.358,NA,13.2,13.2
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,b,Microlensing,1,NA,3.6,0.2,-0.2,NA,0,0,17h50m09.77s,-34d40m23.5s,267.540708,-34.673194,3200,NA,NA,NA,NA,NA,NA,0.46,0.04,-0.04,NA,NA,NA,0,55,NA,1207.7,127.1,-127.1,NA,NA,NA,NA,NA,NA,NA,2005,3,NA,NA,NA,NA,NA,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,2014-10-29,1207.7,NA,13,13
OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,b,Microlensing,1,NA,3.5,0.3,-0.3,NA,0,0,18h06m05.32s,-30d43m57.5s,271.522167,-30.732639,4100,NA,NA,NA,NA,NA,NA,0.69,0.02,-0.02,NA,NA,NA,0,NA,NA,14.1,0.9,-0.9,NA,NA,NA,NA,NA,NA,NA,2006,3,NA,K5,NA,NA,NA,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,2015-11-19,14.1,NA,3.84,3.84
OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,b,Microlensing,1,3285,2.6,1.5,-0.6,NA,0,0,17h54m19.19s,-30d22m38.3s,268.579958,-30.377306,6600,NA,NA,NA,NA,NA,NA,0.22,0.21,-0.11,NA,NA,NA,0,50,NA,5.5,5.5,-2.7,NA,NA,NA,NA,NA,NA,NA,2005,3,NA,NA,NA,NA,NA,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,2014-10-29,5.5,NA,2.21,2.21
OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,b,Microlensing,2,1788.5,2.3,0.5,-0.5,NA,0,0,17h52m34.51s,-30d05m16.0s,268.143792,-30.087778,1510,NA,NA,NA,NA,NA,NA,0.51,0.05,-0.04,NA,NA,NA,0,NA,NA,231,19,-19,NA,NA,NA,NA,NA,NA,NA,2008,3,NA,NA,NA,NA,NA,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,2014-11-05,231,NA,14,14
OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,c,Microlensing,2,4927.5,4.5,2.1,-1,0.15,0,0,17h52m34.51s,-30d05m16.0s,268.143792,-30.087778,1510,NA,NA,NA,NA,NA,NA,0.51,0.05,-0.04,NA,NA,NA,0,NA,NA,86,7,-7,NA,NA,NA,NA,NA,NA,NA,2008,3,NA,NA,NA,NA,NA,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,2014-11-05,86,NA,11.1,11.1
OGLE-2007-BLG-349L A c,OGLE-2007-BLG-349L A,c,Microlensing,1,2557,2.59,0.43,-0.34,NA,0,0,18h05m24.43s,-26d25m19.0s,271.351807,-26.421944,2760,NA,NA,NA,NA,NA,NA,0.41,0.07,-0.07,NA,NA,NA,1,NA,NA,80,13,-13,NA,NA,NA,NA,NA,NA,NA,2016,3,NA,M,NA,NA,NA,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,2016-09-29,80,NA,10.7,10.7
OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,b,Microlensing,1,NA,3.3,1.4,-0.8,NA,0,0,17h56m25.96s,-32d14m14.7s,269.108167,-32.237417,5900,17.71,V (Johnson),NA,NA,NA,NA,0.64,0.21,-0.26,NA,NA,NA,0,NA,NA,20,7,-8,NA,NA,NA,NA,NA,NA,NA,2009,3,NA,NA,NA,NA,NA,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,2014-11-05,20,NA,4.72,4.72
OGLE-2008-BLG-092L b,OGLE-2008-BLG-092L,b,Microlensing,1,NA,18,NA,NA,NA,0,0,17h47m29.42s,-34d43m35.6s,266.872583,-34.726556,8100,NA,NA,NA,NA,NA,NA,0.71,NA,NA,NA,NA,NA,0,NA,NA,56.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,3,NA,NA,NA,NA,NA,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,2014-10-29,56.6,NA,8.71,8.71
OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,b,Microlensing,1,NA,1.7,0.29,-0.3,NA,0,0,17h59m08.81s,-30d45m34.1s,269.786708,-30.759472,6800,NA,NA,NA,NA,NA,NA,0.37,0.3,-0.17,NA,NA,NA,0,NA,NA,1462,1175.9,-699.2,NA,NA,NA,NA,NA,NA,NA,2014,3,NA,NA,NA,NA,NA,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,2014-06-11,1462,NA,12.9,12.9
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,b,Microlensing,1,NA,8,NA,NA,NA,0,0,17h57m15.78s,-28d14m01.9s,269.315735,-28.233862,6100,NA,NA,NA,NA,NA,NA,0.41,0.3,-0.21,NA,NA,NA,0,NA,NA,60.3877,57.2094,-34.9613,NA,NA,NA,NA,NA,NA,NA,2018,3,NA,NA,NA,NA,NA,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,2018-10-26,60.3877,NA,9.05,9.05
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,b,Microlensing,1,NA,2.72,0.75,-0.75,NA,0,0,17h38m14.18s,-27d08m10.1s,264.559083,-27.136139,2570,NA,NA,NA,NA,NA,NA,0.26,0.11,-0.11,NA,NA,NA,0,NA,NA,168.44,66.74,-66.74,NA,NA,NA,NA,NA,NA,NA,2012,3,NA,M,NA,NA,NA,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array,2014-05-14,168.44,NA,14.2,14.2
